Ticker,LLY,PWR,CDNS,ORLY,AJG,COST,NVDA,AAPL,NFLX,GOOG,META,AMZN,MSFT,TSLA,JPM,GOOGL,WMT,V,XOM,ORCL,PLTR,JNJ,AMD,BAC,PG,KO,CSCO,MU,TSM,CRM,TMUS,MS,IBM,AXP,ANET,RSG,MSI,GWW,PGR,MCK,WM,APH,AVGO,HUBB,SPY,HYG
GOOGL,0.11099639658905035,0.4040014290560601,0.45608830033776704,0.022422337143570326,-0.02394507035972349,0.34732314912764106,0.5602395230435004,0.46201335545228395,0.3950573991590914,0.9976938758306323,0.311060898144512,0.6593593329750245,0.57780878061461,0.45681413893842227,0.29793078110314253,1.0,0.19261254878583128,0.22400627440610252,-0.052407242114374884,0.39427885783386607,0.2954628621425094,-0.02874168688995412,0.5169855395857833,0.3552993418862795,-0.06419061973382297,-0.01403267049155804,0.3743125154326856,0.4727161987774652,0.6029899811004746,0.542052800354353,-0.09794188714596108,0.43700549250953,0.0849395444815119,0.3735426519288156,0.5065727681787292,0.012396906329350114,0.2728053012437191,0.09427261103595186,-0.2594452495513648,-0.02804095275173889,0.06312618379145284,0.5187440499371935,0.5718317364978803,0.2612714188401384,0.6120270244457948,0.4261953818839499
WMT,0.22365221480364064,0.2717375460059832,0.22447989307096464,0.22334879524410858,0.39368650940356675,0.6417548192714417,0.27960724794400693,0.34633431929937963,0.2884329187274271,0.20303446099085662,0.2802215245732603,0.25980430666037324,0.3619962214953504,0.2642161308855106,0.24455363606687244,0.19261254878583128,1.0,0.34383196323741183,-0.0831279056650868,0.3840352893005244,0.3379629526412812,0.22605532350901764,-0.007666870975977537,0.23225174466111187,0.4532984236589525,0.30172115038109715,0.4182919697403321,-0.016865033488157915,0.17192161452393637,0.2701023052663142,0.25449163207007586,0.25882327099165897,0.2691942512887681,0.2902526675084039,0.43158639919503583,0.4745056596727955,0.4256946475567037,0.4928268220014523,0.2757914105276237,0.2697518278137318,0.5370206943983855,0.4592662908107494,0.1717103740467019,0.4126889025889217,0.4916461306051307,0.32451497867132145
V,0.045143001964814404,0.2698032022451557,0.1586613574184059,0.44059589354897,0.4928502342726691,0.404483684597495,0.25530125218238897,0.3817099204603869,0.31974139643363,0.2293920732386182,0.21616691106857608,0.3159381282942607,0.27017370991113315,0.046807450923630436,0.49137094992163166,0.22400627440610252,0.34383196323741183,1.0,0.36000123189192396,0.37866426106764456,-0.03299290673380144,0.3038194260179684,0.11160581101058012,0.4883841031622559,0.4559341767781213,0.506450843383576,0.39787908263799215,0.20712887543069028,0.21454051389624712,0.3164933214300089,0.5080043606812054,0.49518090628000183,0.421948713056493,0.6648761521928744,0.14595610978686555,0.33574577172091624,0.352122084557591,0.5351925660321712,0.42569503621309174,0.24605713406390944,0.34958498296219304,0.404400826813178,0.18164907041955655,0.2751406572779338,0.6107620082352848,0.6125284542165429
XOM,0.046715596976982084,0.1067016073758233,-0.14185019705991372,0.2110915401312525,0.23496776492728852,-0.1354991618824542,0.007776682090452547,0.04280059093313858,-0.08080098234417614,-0.03937083670764042,-0.23907104327880815,-0.0779757972195639,-0.07077766470584779,-0.13573077955576962,0.377835669409459,-0.052407242114374884,-0.0831279056650868,0.36000123189192396,1.0,0.15073664721354693,-0.3056267536191376,0.2166991199344677,-0.04288821469417378,0.4586968346267181,0.08690230949327177,0.21980709015564873,0.05276057290320227,0.21987855896547143,-0.036216803604828776,-0.06573656687065059,0.20212011797602789,0.31851218719676844,0.052164898977074624,0.3849748082893438,-0.1535090113204284,-0.0668314905911535,0.1241696902805201,0.2192359754503038,0.24070630119697234,0.16373639522448868,-0.05214384656051262,0.008821463190917133,-0.2160941369975161,0.0840058020809232,0.22429025608781744,0.28122610588809077
ORCL,0.08728736786134378,0.4899266758052767,0.4443033132252327,0.4221672158600324,0.32729285959699983,0.31167030876482155,0.5371335889413863,0.41868064305680186,0.425119342724163,0.3902948790494837,0.302375891561205,0.42609199294270383,0.6389063256019389,0.30002196357123245,0.4698204808006366,0.39427885783386607,0.3840352893005244,0.37866426106764456,0.15073664721354693,1.0,0.24787426433964993,0.1825418738502741,0.34522539788417356,0.43115310690157127,0.20213744250283816,0.17406160957525124,0.4966149985309025,0.360772916790545,0.4600925790315363,0.4220171398169573,0.16502427191623045,0.4017194110029578,0.41032540291553093,0.3653361924006834,0.48155083920541364,0.2254911308590403,0.4704058023663154,0.4310908944573642,0.1465447729920253,0.18349335859850602,0.27876411168130494,0.5123397523837632,0.41521713339102356,0.38249996811784615,0.693750222334637,0.4838942951228272
PLTR,0.16816984366583368,0.2820037614031912,0.31394776730034324,0.04391219185934177,-0.0046884164956490625,0.30638107852601293,0.40256372132926826,0.2838904901672831,0.4445190831140215,0.2931001899748633,0.22731987210823967,0.4701910933001062,0.37138374932380663,0.5369030543861552,0.16861163695253267,0.2954628621425094,0.3379629526412812,-0.03299290673380144,-0.3056267536191376,0.24787426433964993,1.0,0.01603461634039914,0.21974386808952748,0.11357556814318778,-0.16891513734891883,-0.23717583800966513,0.14109140100521428,0.03346407141446003,0.2947556237678479,0.5813486610756424,0.03570420741767494,0.042380683640531845,0.08255400881767021,0.07381350523088394,0.1958584677356198,0.13682949769410802,0.212384761552447,0.04835685220279854,-0.1286746696274665,0.09093998619375497,0.07278242649101088,0.30392172840073023,0.29221641173393337,0.17700259634342735,0.31637848863369716,0.22002851876791896
JNJ,0.35521976043568226,0.010770083109067215,-0.04198542088860538,0.38631619519087973,0.3122275750714751,0.1488419847442543,-0.04392367938518402,0.2547144112745532,-0.053882958814310516,-0.03233335665346896,0.049098438444058236,-0.13437284323533685,0.096273249354075,-0.09830667949100236,0.2797056978516691,-0.02874168688995412,0.22605532350901764,0.3038194260179684,0.2166991199344677,0.1825418738502741,0.01603461634039914,1.0,-0.05526139034500498,0.21366192246745724,0.4108780138436266,0.5029532740046243,0.2464378018456586,0.03452372491048575,-0.012188395033729838,-0.08409057106868753,0.297597728886984,0.2488600231428321,0.3285289073401516,0.09936242524164927,0.06426327367454068,0.3047847461904291,0.2841379802118531,0.2156127904006056,0.2177966587916198,0.1923829175806094,0.2925995456913975,0.13803240541176312,-0.015452682848003376,0.26396789266927256,0.34728536965350804,0.3001914509335948
AMD,0.0857253583619586,0.35120687914109755,0.547457765390303,0.02287732812109308,-0.18777565977100372,0.34034994467727275,0.7088575091425351,0.40067368809477466,0.3640173216533567,0.5077825061773692,0.356307408797678,0.6005086376859488,0.6248250825347127,0.2806367826834785,0.25873501588258513,0.5169855395857833,-0.007666870975977537,0.11160581101058012,-0.04288821469417378,0.34522539788417356,0.21974386808952748,-0.05526139034500498,1.0,0.2512785125418814,-0.03679334784135569,0.014559810975311243,0.339786132740672,0.5462642482172926,0.5884846867627096,0.46084722385921745,-0.030718031955415323,0.25086793030322657,0.129400662510472,0.31266775891433396,0.5078310447811195,0.02076549249019863,0.2701347163538456,0.29238324461502535,-0.19993982387322987,-0.007978197437830254,0.10557306696434281,0.5503245004018246,0.4933096048499361,0.3380547572822261,0.561098659698037,0.510637311961204
BAC,-0.10760564559236074,0.43888771007617905,0.17341966466050138,0.2668462728873091,0.31005467437766243,0.3507627519121553,0.39328239387134445,0.31634195519806724,0.4362631069297335,0.3547122438352581,0.15732412190655817,0.3387465938367025,0.3070035873934659,0.24918689268260055,0.8740482493217699,0.3552993418862795,0.23225174466111187,0.4883841031622559,0.4586968346267181,0.43115310690157127,0.11357556814318778,0.21366192246745724,0.2512785125418814,1.0,0.1704356820040647,0.2403872013175367,0.3566211971756094,0.49749139148362775,0.3514134119566186,0.3175118953255625,0.26967802264724783,0.8146196507035887,0.3257927796121889,0.7318354587151285,0.1611881756456422,0.2355633799067675,0.40342249361717397,0.44681050300756553,0.24576153611742463,0.1862521092656072,0.20603850672361743,0.4975980136148811,0.22406099643785068,0.3691296259708722,0.707943951490784,0.6166853376177717
PG,0.09688935581134975,-0.04226059840277813,-0.0211348089067935,0.32918070974346475,0.45853799224019826,0.3793123451485696,0.03264567875424497,0.20902944051631014,-0.00977015895394112,-0.06722565426905992,0.1889978961268335,-0.10722877084900966,0.23741225012654332,-0.2006653501701432,0.1375059379481107,-0.06419061973382297,0.4532984236589525,0.4559341767781213,0.08690230949327177,0.20213744250283816,-0.16891513734891883,0.4108780138436266,-0.03679334784135569,0.1704356820040647,1.0,0.6943281061397668,0.3854855153292603,0.013916333730395533,-0.051803474639961836,0.0041534842796056674,0.2909126116294295,0.0806900799649773,0.3701538401630133,0.2205326659559774,0.12801492241006515,0.557487768205552,0.3851864991641166,0.4078560989214559,0.4429574114760044,0.31208080723827,0.5343369907197462,0.24201325106620983,-0.02361639695322137,0.10762886339574096,0.33680950184939223,0.2597267086587048
KO,0.18729232283321853,0.029844432032531776,-0.02316580972881791,0.2885988141717902,0.3693666668587099,0.3160069120841534,-0.042155397105652706,0.248164085415697,-0.03752053923083606,-0.01635256466309403,0.0408818120408379,-0.10952935934541025,0.1698559271950541,-0.20909755659919246,0.1712450289260902,-0.01403267049155804,0.30172115038109715,0.506450843383576,0.21980709015564873,0.17406160957525124,-0.23717583800966513,0.5029532740046243,0.014559810975311243,0.2403872013175367,0.6943281061397668,1.0,0.3392970896618616,0.04576654647607876,-0.0846004253625772,-0.050500772731238514,0.3291431563301112,0.18891763500743058,0.34585911145207887,0.3164764172471791,-0.01622337717988949,0.4855661540574033,0.27171144424631494,0.36571619773455166,0.44595716729852175,0.2133201859833059,0.38949784892999867,0.2154236619298458,0.03223104170694151,0.1253847430236826,0.3628886602438765,0.3482991764168525
CSCO,0.11760332418387853,0.2952410121595509,0.26037887306414864,0.3232714709767105,0.24614308849219366,0.4442694265413649,0.43500351946280236,0.40737258918263075,0.42578048597459145,0.36411577092517267,0.20160814847566083,0.3693706331639316,0.4014928598573101,0.20149064269624767,0.3395617677772344,0.3743125154326856,0.4182919697403321,0.39787908263799215,0.05276057290320227,0.4966149985309025,0.14109140100521428,0.2464378018456586,0.339786132740672,0.3566211971756094,0.3854855153292603,0.3392970896618616,1.0,0.32830949177870367,0.29712086057580483,0.32337652671023265,0.30904052768260143,0.339484131294984,0.4147544507618378,0.35133154824873847,0.5202953885534207,0.2316608838833843,0.434727646351775,0.41959438461139686,0.19582176003744545,0.26437355242624255,0.3116408172515274,0.4935604110982187,0.43568145496259575,0.29146867678320115,0.6230458391810243,0.5387298805948069
MU,0.10958502477142346,0.2512189834994,0.22152896840845235,0.02407925156922956,-0.013261438463149073,0.1967361186047574,0.4808218495545634,0.32964404771190037,0.29625187306848294,0.46469827073192005,0.18685186212743823,0.4275791247022456,0.34692288543418626,0.17659841360921621,0.44609444906011836,0.4727161987774652,-0.016865033488157915,0.20712887543069028,0.21987855896547143,0.360772916790545,0.03346407141446003,0.03452372491048575,0.5462642482172926,0.49749139148362775,0.013916333730395533,0.04576654647607876,0.32830949177870367,1.0,0.5338425287187921,0.20591895408757419,0.05270984072425999,0.4334785371577756,0.34121931470102074,0.41891337850709276,0.2889827042404541,-0.09015371679820047,0.09322295412946459,0.11048181616562842,-0.038235643384882806,0.1382406964677911,-0.012502177121629076,0.4936329812891307,0.36938620769237007,0.2075908302965929,0.5298373425108681,0.5305652859865729
TSM,0.07073647022633665,0.3040867015935038,0.4986922398878705,-0.09921215202552561,-0.05316220366702509,0.2513117930499406,0.628539731252755,0.3700551419807628,0.36553235630312164,0.6042370173697382,0.585778210098983,0.5560315545289102,0.5908804065716062,0.38757721660294747,0.3864285239947371,0.6029899811004746,0.17192161452393637,0.21454051389624712,-0.036216803604828776,0.4600925790315363,0.2947556237678479,-0.012188395033729838,0.5884846867627096,0.3514134119566186,-0.051803474639961836,-0.0846004253625772,0.29712086057580483,0.5338425287187921,1.0,0.39256955884572026,-0.10053634991988188,0.48803889391885286,0.22951795466308267,0.40389586386492343,0.48496585852953333,-0.004320932146074936,0.2205909289021937,0.12525218816342998,-0.07346819462743859,-0.04918974920367252,0.10200267977318121,0.5298966385216677,0.6480564505600988,0.2070820117893671,0.5819364625781316,0.5071532230825807
CRM,0.09984887874503645,0.3914750713569158,0.4388537006202379,0.17800027428402898,0.13415772057531106,0.48018070265825163,0.5768083847853869,0.44139704789836526,0.525763303752601,0.5453859919062188,0.29050227719077026,0.6618148534377938,0.5398557718140115,0.48448715347648413,0.279052133960067,0.542052800354353,0.2701023052663142,0.3164933214300089,-0.06573656687065059,0.4220171398169573,0.5813486610756424,-0.08409057106868753,0.46084722385921745,0.3175118953255625,0.0041534842796056674,-0.050500772731238514,0.32337652671023265,0.20591895408757419,0.39256955884572026,1.0,0.08679278562136553,0.29187568816569015,0.21401781701388542,0.37777914341115815,0.4515597032305823,0.20417933987435063,0.4031844663527355,0.370019016638347,-0.09590618084228594,-0.0020341077661218685,0.1859064110888858,0.36255879467824964,0.3496607877218697,0.2816398117048937,0.5655661340878962,0.44725274285930766
TMUS,0.06191341364424335,0.05173946422782561,-0.0049457279314178105,0.4234074230792279,0.4818079085987217,0.4409614293829064,0.09846846663012616,0.22062403621371934,0.22799063106497067,-0.09701643394947415,-0.01371581150850285,0.11857368114510804,-0.007986273564908265,-0.09221668524515805,0.2894402224757413,-0.09794188714596108,0.25449163207007586,0.5080043606812054,0.20212011797602789,0.16502427191623045,0.03570420741767494,0.297597728886984,-0.030718031955415323,0.26967802264724783,0.2909126116294295,0.3291431563301112,0.30904052768260143,0.05270984072425999,-0.10053634991988188,0.08679278562136553,1.0,0.22090753559229442,0.22927731877285723,0.2836754830143476,0.028486397067094757,0.36598370624454557,0.4405201796991141,0.3378096080806906,0.5405019452092983,0.30380668197282906,0.4253967618732249,0.1039856183515566,-0.1797844543114738,-0.0098316966455462,0.32478195827729395,0.4084818792155882
MS,-0.1145711704436147,0.4299698153983791,0.2595352183411436,0.1082245684452069,0.19084871162893735,0.32402169956259735,0.3336440606095441,0.32717150885249746,0.3010181124076709,0.43700824468499555,0.35226295519368306,0.3240135377629791,0.29584880431183,0.3156267208640434,0.7686775780960939,0.43700549250953,0.25882327099165897,0.49518090628000183,0.31851218719676844,0.4017194110029578,0.042380683640531845,0.2488600231428321,0.25086793030322657,0.8146196507035887,0.0806900799649773,0.18891763500743058,0.339484131294984,0.4334785371577756,0.48803889391885286,0.29187568816569015,0.22090753559229442,1.0,0.26175720198761554,0.6832566375246061,0.20138703267372957,0.20434435039874407,0.35462194890786086,0.3979866414706024,0.09758729690756397,0.03991563638192866,0.175818490854791,0.5066916974257277,0.25275178602579534,0.47559250397971853,0.6782408485636103,0.6170769061071056
